"arquivo","data","distribuidora_r_mil","periodo","referencia","divida_liquida_regulatorios","ebitda_ajst","qrr","fluxo_do_acionista","brl_ajustada_ipca","percent_div_reg_x_brl","dlr_ebitda_ajst_qrr","ebitda_ajst_vpb_reg","pmso_ajustado_pmso_regulatorio","capex_u4_5a","qrr_u4_5a","ebit_ajst_ebit_reg_brl","setoriais_constituicao_ebitda_reg","fluxo_acionista_brl_x_cap_proprio","perdas_realizadas","dgc","perdas_regulatorias","mercado_cagr_u5a","n_cagr_u5a"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"ESS",201512,"ESS201512","158054.40463",35271.627827,16847.3407512165,"0",120771.520279598,"66613.131290794583","8.5785899872209299",0.35295686060064,0.878611340858775,"123025.46852219047","63043.825737282852",0.104724446436993,NA,"0 / +","7.5573486955158642E-2","1.2296699464984253","7.6882773225066786E-2","3.0398930628053211E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"ESS",201612,"ESS201612","89022.969190000033",23118.15728,17841.1620394121,"-30000",143888.56919539,"73032.361000155943","16.870011271808803",0.224130525863098,1.05335115636243,"166606.59289951844","87613.673034369334",-0.0398592744633019,NA,"- / +","7.347051027959417E-2","0.98535126784701355","7.7099998472557343E-2","2.0158867503861089E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"ESS",201703,"ESS201703","84783.6227699999",580.6359095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"ESS",201706,"ESS201706","88827.263820000022",36676.63378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"ESS",201709,"ESS201709","181254.81035000004",177948.7504778,57409.7009730962,NA,499283.345108849,NA,"1.5037020044108365",0.486408236133107,1.05199005891089,NA,NA,0.14188186083035,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"ESS",201712,"ESS201712","246317.33599999989",206760.61297,39556.3278921484,"0",157329.856627067,"76516.209565623314","1.4731520539997682",0.889139533967701,1.5420240199296,"324326.426268154","116408.48880164974",0.731484332790985,NA,"0 / +","7.3044918442424459E-2","0.66931724979495488","7.7280600157660154E-2",NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"ESS",201803,"ESS201803","230043.18376",51075.58173,50760.8510600597,NA,158914.539626795,NA,"1.2260659107297147",0.794401948668765,1.50327200448681,NA,NA,0.781930033917678,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"ESS",201806,"ESS201806","277598.14173000003",103167.27018,62089.8689298367,NA,160516.830215409,NA,"1.3084317675503634",0.744478137633701,1.28367138795614,NA,NA,0.845324801947852,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"ETO",201112,"ETO201112","291431.58515999996",116292.61931,36408.8395570221,"496",262610.323982319,"143798.55944875031","3.6481947406743211",0.477881655779143,0.87280849009225,NA,"0",0.103411650804573,NA,"4.1746707655357001E-3","0.13942886300718615","0.99554885590362963","0.18855733003429179","9.4536571974669359E-2","6.5157019949780182E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"ETO",201212,"ETO201212","412811.55822000006",91905.98972,39305.8294354754,"16982",265039.907097703,"145492.24078589605","7.8481045682564634",0.365920950160323,1.17365468623204,NA,"148368.56889553499",0.0355054929999352,NA,"0.1420521246789305","0.1526840169369692","0.94400322092353339","0.1547303530307356","8.8662160825200731E-2","6.0574891919039198E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"ETO",201312,"ETO201312","448597.9371199999",65115.89422,42052.664545895,"0",265632.429754861,"145801.26328903713","19.450785664406695",0.254426007215348,1.22856675149329,NA,"162296.99674695905",0.0105487415336704,"0","0 / +","0.14651193098017912","0.89083310951338091","0.12618970654769324","9.7640315225313357E-2","5.9280269292090848E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"ETO",201412,"ETO201412","191992.74889000005",42252.16127,49414.5621097814,"-148602",283185.381408562,"155115.62771766513","Flx Neg",0.140688444550137,1.19427924860075,"459908.09528304631","181478.87973081207",-0.0602427141443099,NA,"- / +","0.14939162935589131","0.80875900090009001","0.11981800424954558","9.8184816002174324E-2","5.5863175413267463E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"ETO",201512,"ETO201512","486707.67098",105101.48755,57513.3567899816,"17691",305075.818036214,"167614.08176337072","10.227501337138298",0.300981076247605,1.09372493597357,"698794.19789404364","204368.91613456147",0.140758458803794,NA,"0.12869763237156912","0.14645122165734045","0.90562634526341212","0.11353352469787678","8.6125276973938014E-2","5.1449579903761755E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"ETO",201612,"ETO201612","467928.4360000001",56891.72592,64761.1647815051,"-146783",446765.857002444,"228131.4436718192","Flx Neg",0.138182460496038,1.14064047973475,"826503.43519376975","239055.89258236613",-0.123713947770619,"-0.43038564130357365","- / +","0.14709862103559918","0.91888947344331529","0.12689365044738793","8.3327321263843013E-2","3.6617335717277655E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"ETO",201703,"ETO201703","464229.30219",24225.093,66385.795649716,NA,509715.333326038,NA,"Flx Neg",0.0562232109291383,0.241278240880704,NA,NA,-0.149721033533722,NA,NA,NA,NA,NA,"6.5740971673608817E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"ETO",201706,"ETO201706","500306.51763999998",80636.40823,68197.4871259162,NA,574245.857221594,NA,"6.050497054154472",0.334357563931927,1.00409261395112,NA,NA,-0.016716630787176,NA,NA,NA,NA,NA,"6.5740971673608817E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"ETO",201709,"ETO201709","529973.12937999982",141199.27898,68659.3650218948,NA,581254.32166842,NA,"7.3059519988689416",0.310526366474359,1.03023272563528,NA,NA,-0.0457750867496355,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"ETO",201712,"ETO201712","616059.09450999985",203591.84788,69058.9828143387,"63352",585615.914020477,"285148.15846138529","4.5792460764833951",0.445139383795903,1.01909707562671,"1155914.9424797825","267398.41248711298",0.0868192211369619,NA,"0.21084458757352728","0.12951115196407526","0.84354964499402285","0.14030699382517706","6.5740971673608817E-2","2.797954697066718E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"ETO",201803,"ETO201803","674554.34744",36050.48581,69449.9132634686,NA,589882.689147488,NA,"4.56050776291824",0.472561285400111,1.00703906704703,NA,NA,0.106341587069359,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"ETO",201806,"ETO201806","744122.32108000002",81226.22734,69845.1873842555,NA,594196.872887022,NA,"5.5557088706790587",0.440523496477102,1.05620913322709,NA,NA,0.0737206720462549,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Forcel",201112,"Forcel201112","-2933.6529599999999",1313.19235,442.16038077305,"495.65366999999998",4415.65704643123,"2425.6981258693086","Cxa Líq",0.268669472307313,0.883711086215816,NA,"0",0.0394959726107169,NA,"0.24907733766686874","4.1900109477038039E-2","0.20461538461538464","3.2059999999999991E-2","8.9004343683473985E-2","2.252786454137401E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Forcel",201212,"Forcel201212","6594.4584600000007",707.99567,491.699915979052,"335.56031999999999",4560.56088744916,"2509.7967492523803","30.48815493327405",0.142481951097077,0.974457888168692,NA,"1813.7023725632573",-0.0624033990452032,NA,"0.16362696896731138","5.7403768923989767E-2","0.54256410256410259","3.5969999999999988E-2","7.7371694369356092E-2","2.7477424764894343E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Forcel",201312,"Forcel201312","6760.5236700000005",107.9522822,529.926170847085,"1.0027599999999901",4530.38979057907,"2490.1877359614823","Flx Neg",0.0239787369551102,1.0494795037639,NA,"2003.0492002255112",-0.261772814167726,NA,"4.9150033827798892E-4","3.1568834914820584E-2","0.33987179487179486","3.9879999999999985E-2","9.2341026209803223E-2","3.0402973707081005E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Forcel",201412,"Forcel201412","5560.2784699999993",482.5408392,564.881953904723,"1.24288",4818.27250087707,"2645.6596318226811","Flx Neg",0.100554554731584,1.01349493247044,"10890.948529103021","2205.1682988591169",-0.0545100916321457,"0","5.7206694193105451E-4","3.3445792121946233E-2","0.12102272727272727","4.3789999999999982E-2","8.1218891839650365E-2","3.076504528322288E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Forcel",201512,"Forcel201512","7490.0421700000006",-959.1125526,624.357773185538,"0",5184.92846909772,"2846.8537274696059","Ebitda Neg",-0.180901352672777,0.902164267593771,"12843.967407132557","2409.128523677588",-0.356831753317557,NA,"0 / +","2.6404595012647181E-2","0.15086363636363637","4.7699999999999979E-2","5.1447475651563712E-2","3.1808292754328837E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Forcel",201612,"Forcel201612","4216.8064899999999",-691.9956664,679.789031839597,"0",5131.07750707408,"2722.797271206493","Ebitda Neg",-0.123770743006928,1.12997454708392,"15493.176762014404","3346.0445206329118",-0.33040911102708,"-2.5047728578556652E-7","0 / +","2.547581476436208E-2","4.2888888888888893E-2","4.7699999999999999E-2","5.8840553752782077E-2","2.8471080440640506E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Forcel",201703,"Forcel201703","3759.12484",41.1590092,687.940701604098,NA,4845.54256452187,NA,"Flx Neg",0.00744065010951156,0.311857246551649,NA,NA,-0.159490770853836,NA,NA,NA,NA,NA,"6.3253531077942737E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Forcel",201706,"Forcel201706","3752.1777400000001",-119.4195798,698.022061118836,NA,4572.06451258187,NA,"Ebitda Neg",-0.183111996345125,1.23240642668041,NA,NA,-0.486644486602657,NA,NA,NA,NA,NA,"6.3253531077942737E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Forcel",201709,"Forcel201709","-4235.58374",-1160.1500214,707.044315850646,NA,4412.20789479268,NA,"Ebitda Neg",-0.211665760772173,1.24953199785748,NA,NA,-0.548838382003418,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Forcel",201712,"Forcel201712","-2974.8883499999997",-1345.9122888,714.161322858315,"0",4442.28616802416,"2164.1494855136252","Ebitda Neg",-0.243047758803977,1.18062532124082,"14350.486259596861","3580.7112032954333",-0.566021887059815,NA,"0 / +","0","0.79733333333333323","4.7699999999999985E-2","6.3253531077942737E-2","2.4884611953892133E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Forcel",201803,"Forcel201803","-2368.21666",-557.38477,721.123612322339,NA,4471.71056575062,NA,"Ebitda Neg",-0.346976127148429,1.18070108661324,NA,NA,-0.695359397591019,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Forcel",201806,"Forcel201806","-3498.7092000000002",119.7653396,728.163260558186,NA,4501.46190122959,NA,"Ebitda Neg",-0.195744540596053,1.18894004218691,NA,NA,-0.506514588707161,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Hidropan",201112,"Hidropan201112","3460.5191799999993",3898.67231,673.156465445232,"1560",11451.0545843072,"6280.4136174496925","1.072857597596973",0.471261262246207,0.868170671398122,NA,"0",0.112972089139916,NA,"0.30170340775915411","5.3386423130837329E-2","0.51000909090909086","5.3024017291701073E-2","8.1704308391332248E-2","3.3203737680770784E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Hidropan",201212,"Hidropan201212","9489.3408600000002",3285.59994,749.394068679039,"1571",12140.1632997392,"6660.7091140842349","3.7415499141075483",0.35687348988759,0.862331928006951,NA,"0",0.0357749981836547,NA,"0.28670738850464894","4.8456203700334557E-2","0.94246031746031744","5.0759999999999986E-2","7.2805108082995673E-2","3.4923917243567804E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Hidropan",201312,"Hidropan201312","12918.626669999998",4628.65407,1002.95365605546,"1360",16000.6671252184,"8790.984619416744","3.5630706332808479",0.477013080448712,1.04181276341064,NA,"3264.7220662071809",0.0563765952761523,NA,"0.18863521367350061","3.798629626300052E-2","0.4934722222222222","4.8129999999999985E-2","6.3053721547525754E-2","3.3623178765459283E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Hidropan",201412,"Hidropan201412","12805.017730000001",5291.82466,1366.45746393429,"1437",20135.8720793941,"11082.80045454908","3.2621197178277064",0.481121845631605,0.983376289750277,"29692.664236639012","4072.3641034481861",0.057098968580319,NA,"0.15873065624006996","4.4177465368923405E-2","0.53594117647058825","4.5499999999999985E-2","8.2629123458618503E-2","3.4225895903578829E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Hidropan",201512,"Hidropan201512","8969.39048",4594.0772,1516.94413575739,"1511",21640.1535027475,"11943.105281181377","2.9148529792967168",0.376404328407125,0.910685969949442,"29806.435068068105","4995.1076494313038",0.0147339996447034,"0","0.15582061318820156","5.4215306799108437E-2","0.4971875","4.2869999999999991E-2","2.7153358001616779E-2","3.0787486887433824E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Hidropan",201612,"Hidropan201612","9224.9684799999995",4227.91846,1533.08913646274,"4997",23538.1562967866,"12998.189885940528","3.423210664744885",0.342427332244737,0.974785630239208,"34902.910008618011","7061.3260306401844",0.000119456846573853,"-2.6369477351812939E-2","0.47410018260189951","5.2532808805460053E-2","0.63630952380952377","4.0240000000000012E-2","5.049978884615669E-3","2.6461907220250325E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Hidropan",201703,"Hidropan201703","8616.52968",1671.35014,1530.3299399805,NA,24015.0217490494,NA,"61.101386034118285",0.135569410632557,0.286856629796611,NA,NA,-0.0722846725948328,NA,NA,NA,NA,NA,"1.380561731013108E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Hidropan",201706,"Hidropan201706","8739.7196199999998",2676.60672,1531.76832175141,NA,24559.5342551238,NA,"3.1800534975547157",0.346741540554306,1.16916732608111,NA,NA,-0.000274554247211354,NA,NA,NA,NA,NA,"1.380561731013108E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Hidropan",201709,"Hidropan201709","8043.9672800000017",4801.027,1630.46286603244,NA,24821.8703117254,NA,"2.5370776114640536",0.384891690515295,1.182440320867,NA,NA,0.0125911016116305,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Hidropan",201712,"Hidropan201712","8256.8866699999999",4900.56639,1759.71866509312,"835",25300.2350024799,"13212.878195545685","2.6288720094651481",0.387751217258522,1.22011103350977,"16911.091135744027","8213.6014227276028",0.00874552441634911,NA,"6.9080446067496137E-2","5.470841341664575E-2","0.70269230769230773","4.1983127986437503E-2","1.380561731013108E-2","2.3151975087374987E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Hidropan",201803,"Hidropan201803","8704.8605",946.12477,1886.16455547856,NA,25638.6018698533,NA,"3.8082358016473274",0.325931241527908,1.25417740776742,NA,NA,-0.027358433988601,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Hidropan",201806,"Hidropan201806","8940.3669799999989",1811.26597,2014.01540020161,NA,25980.7283690865,NA,"4.4283116998760139",0.311095369839578,1.29201914968934,NA,NA,-0.0418713890848754,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Iguaçu",201112,"Iguaçu201112","374.61731999999984",3753.41828,997.701622215035,"0",12499.2147309303,"6867.5182632213146","0.135941886094021",0.264441238196264,1.28481106180626,NA,"0",-0.0392287951851394,NA,"0 / +","0.13217158437236406","0.96269230769230763","0.1259460971619614","4.9842591198324682E-2","3.0396322953796906E-2"
